ObsID,variable,absolute_error
sch02_tch04_04_11_18_period05,IsInstructionalUtterance,0.06510878749953675
sch02_tch04_04_11_18_period15,IsInstructionalUtterance,0.0776162477125818
sch02_tch04_04_16_18_period05,IsInstructionalUtterance,0.26968343183786025
sch02_tch04_04_16_18_period15,IsInstructionalUtterance,0.03854248858466647
sch02_tch04_04_19_18_period05,IsInstructionalUtterance,0.21023907690887844
sch02_tch04_04_19_18_period15,IsInstructionalUtterance,0.17229065241952168
sch02_tch05_04_26_18_period1,IsInstructionalUtterance,0.38531539229130607
sch02_tch05_04_26_18_period3,IsInstructionalUtterance,0.016320533965160644
sch02_tch05_04_27_18_period1,IsInstructionalUtterance,0.08028994374997722
sch02_tch05_04_27_18_period3,IsInstructionalUtterance,0.022107535717808213
sch02_tch05_04_30_18_period1,IsInstructionalUtterance,0.42624424143058004
sch02_tch05_04_30_18_period3,IsInstructionalUtterance,0.09480329903370532
sch02_tch05_05_01_18_period1,IsInstructionalUtterance,0.4674249585677054
sch02_tch05_05_01_18_period3,IsInstructionalUtterance,0.006469411361595623
sch02_tch06_05_03_18_period1-2,IsInstructionalUtterance,0.1831881715654634
sch02_tch06_05_03_18_period3-4,IsInstructionalUtterance,0.021482168905558985
sch02_tch06_05_04_18_period1-2,IsInstructionalUtterance,0.4047048760063615
sch02_tch06_05_07_18_period3-4,IsInstructionalUtterance,0.2795876143593944
sch02_tch06_05_10_18_period3-4,IsInstructionalUtterance,0.21873528711039703
sch02_tch06_05_14_18_period3-4,IsInstructionalUtterance,0.2207694390980226
sch02_tch06_05_16_18_period3-4,IsInstructionalUtterance,0.0391789215155216
sch02_tch06_05_17_18_period3-4,IsInstructionalUtterance,0.012560059486119046
sch02_tch07_05_04_18_period1-2,IsInstructionalUtterance,0.025112827117059644
sch02_tch07_05_04_18_period3-4,IsInstructionalUtterance,0.06323843237803461
sch02_tch07_05_10_18_period1-2,IsInstructionalUtterance,0.06575980447140939
sch02_tch07_05_10_18_period3-4,IsInstructionalUtterance,0.10021793231214549
sch02_tch07_05_11_18_period3-4,IsInstructionalUtterance,0.0036528977663273787
sch02_tch07_05_14_18_period1-2,IsInstructionalUtterance,0.03541375649474243
sch02_tch07_05_14_18_period3-4,IsInstructionalUtterance,0.032479735217323724
sch02_tch07_05_15_18_period1-2,IsInstructionalUtterance,0.10588559074549908
sch03_tch01_05_24_18_period01,IsInstructionalUtterance,0.07563940058122864
sch03_tch01_05_24_18_period02,IsInstructionalUtterance,0.07071390195934346
sch03_tch01_05_25_18_period01,IsInstructionalUtterance,0.08834055109547423
sch03_tch01_05_30_18_period02,IsInstructionalUtterance,0.06470680566347298
sch03_tch01_05_30_18_period06,IsInstructionalUtterance,0.028984741496019595
sch03_tch01_05_31_18_period04,IsInstructionalUtterance,0.0012678888026967927
sch03_tch01_05_31_18_period06,IsInstructionalUtterance,0.042819255265960754
sch03_tch01_06_01_18_period01,IsInstructionalUtterance,0.0788259669148702
sch03_tch01_06_01_18_period02,IsInstructionalUtterance,0.09720934183016139
sch03_tch02_05_29_18_period04,IsInstructionalUtterance,0.12643537537015903
sch03_tch02_05_29_18_period06,IsInstructionalUtterance,0.028303584169127816
sch03_tch02_05_30_18_period04,IsInstructionalUtterance,0.36539544597388096
sch03_tch02_05_30_18_period06,IsInstructionalUtterance,0.14076968487846175
sch03_tch02_05_31_18_period04,IsInstructionalUtterance,0.24734727984682492
sch03_tch02_05_31_18_period06,IsInstructionalUtterance,0.22563443648234838
sch03_tch02_06_07_18_period04,IsInstructionalUtterance,0.13003596501641668
sch03_tch03_05_24_18_period03,IsInstructionalUtterance,0.08549229384337531
sch03_tch03_05_24_18_period05,IsInstructionalUtterance,0.20639304874680742
sch03_tch03_05_31_18_period03,IsInstructionalUtterance,0.16521506671027142
sch03_tch03_05_31_18_period05,IsInstructionalUtterance,0.04513626585335995
sch03_tch03_06_06_18_period03,IsInstructionalUtterance,0.06659309159141846
sch03_tch03_06_06_18_period05,IsInstructionalUtterance,0.2755136733495396
sch03_tch04_05_30_18_period03,IsInstructionalUtterance,0.06364556272168265
sch03_tch04_05_31_18_period05,IsInstructionalUtterance,0.020162845673600605
sch03_tch04_05_31_18_period06,IsInstructionalUtterance,0.10489494683193024
sch03_tch04_06_04_18_period03,IsInstructionalUtterance,0.07434785356308271
sch03_tch04_06_04_18_period06,IsInstructionalUtterance,0.020604035257386744
sch03_tch04_06_05_18_period03,IsInstructionalUtterance,0.2516325175739562
sch03_tch04_06_05_18_period06,IsInstructionalUtterance,0.06338001128250548
sch03_tch04_06_06_18_period03,IsInstructionalUtterance,0.0820354105770611
sch03_tch04_06_06_18_period06,IsInstructionalUtterance,0.14788451267796066
sch01_tch01_03_19_18_period03,IsEvaluationElaborated,0.06675384259291058
sch01_tch01_03_19_18_period05,IsEvaluationElaborated,0.05852863237921528
sch01_tch01_04_05_18_period02,IsEvaluationElaborated,0.03786873532714094
sch01_tch01_04_05_18_period03,IsEvaluationElaborated,0.013280558488185434
sch01_tch01_04_05_18_period05,IsEvaluationElaborated,0.019275559359035715
sch01_tch01_04_16_18_period02,IsEvaluationElaborated,0.08613890020975211
sch01_tch01_04_23_18_period05,IsEvaluationElaborated,0.14096964461763412
sch01_tch01_04_24_18_period03,IsEvaluationElaborated,0.015886368527489952
sch01_tch01_04_24_18_period05,IsEvaluationElaborated,0.04872076691359267
sch01_tch02_04_26_18_period05,IsEvaluationElaborated,0.06821274631945592
sch01_tch02_04_26_18_period06,IsEvaluationElaborated,0.03917680616824997
sch01_tch02_04_27_18_period05,IsEvaluationElaborated,0.010634929806405697
sch01_tch02_04_27_18_period06,IsEvaluationElaborated,0.03327042804666895
sch01_tch02_04_30_18_period06,IsEvaluationElaborated,0.045540801936639924
sch01_tch02_05_02_18_period05,IsEvaluationElaborated,0.04077361740920839
sch01_tch02_05_02_18_period06,IsEvaluationElaborated,0.027740124857613367
sch01_tch02_05_03_18_period05,IsEvaluationElaborated,0.062399942591353286
sch01_tch02_05_03_18_period06,IsEvaluationElaborated,0.007969629492714916
sch01_tch03_02_28_18_period04,IsEvaluationElaborated,0.03899885614659317
sch01_tch03_03_01_18_period03,IsEvaluationElaborated,0.059133547121359355
sch01_tch03_03_12_18_period03,IsEvaluationElaborated,0.042537969370519825
sch01_tch03_03_12_18_period04,IsEvaluationElaborated,0.023006573286322288
sch01_tch03_03_15_18_period04,IsEvaluationElaborated,0.042214372684685454
sch01_tch04_03_07_18_period05,IsEvaluationElaborated,0.013381871311970064
sch01_tch04_03_08_18_period05,IsEvaluationElaborated,0.06737580639954538
sch01_tch04_04_27_18_period05,IsEvaluationElaborated,0.09267826379584797
sch01_tch04_04_30_18_period04,IsEvaluationElaborated,0.031619908869713706
sch01_tch04_04_30_18_period05,IsEvaluationElaborated,0.0627940043397367
sch01_tch04_05_01_18_period04,IsEvaluationElaborated,0.1023524765557138
sch01_tch04_05_02_18_period04,IsEvaluationElaborated,0.04995757470811967
sch01_tch05_04_10_18_period02,IsEvaluationElaborated,0.030327658291846665
sch01_tch05_04_10_18_period04,IsEvaluationElaborated,0.013132658913685938
sch01_tch05_04_11_18_period01,IsEvaluationElaborated,0.032004605882725565
sch01_tch05_04_11_18_period04,IsEvaluationElaborated,0.051130576830987165
sch01_tch05_04_12_18_period02,IsEvaluationElaborated,0.1097683680939727
sch01_tch05_04_12_18_period04,IsEvaluationElaborated,0.11678661239938513
sch01_tch05_04_17_18_period02,IsEvaluationElaborated,0.03495834264051724
sch01_tch05_04_17_18_period04,IsEvaluationElaborated,0.045727161062326174
sch02_tch01_03_07_18_period1516,IsEvaluationElaborated,0.14034341166528874
sch02_tch01_03_08_18_period1314,IsEvaluationElaborated,0.02996838032532883
sch02_tch01_03_08_18_period1516,IsEvaluationElaborated,0.16688186884704664
sch02_tch01_03_09_18_period1314,IsEvaluationElaborated,0.03023340325628382
sch02_tch01_03_09_18_period1516,IsEvaluationElaborated,0.01999291213818627
sch02_tch01_03_12_18_period1516,IsEvaluationElaborated,0.07280116657194663
sch02_tch01_03_14_18_period1314,IsEvaluationElaborated,0.013436929760129099
sch02_tch01_03_14_18_period1516,IsEvaluationElaborated,0.134145930865388
sch02_tch01_03_16_18_period1314,IsEvaluationElaborated,0.030440788223639256
sch02_tch02_02_28_18_period05-06,IsEvaluationElaborated,0.04070726954022461
sch02_tch02_02_28_18_period13-14,IsEvaluationElaborated,0.05282081045821371
sch02_tch02_03_01_18_period05-06,IsEvaluationElaborated,0.04748931899098616
sch02_tch02_03_01_18_period13-14,IsEvaluationElaborated,0.0863965933792419
sch02_tch02_03_07_18_period05-06,IsEvaluationElaborated,0.01435191908926095
sch02_tch02_04_23_18_period13-14,IsEvaluationElaborated,0.03956330037890149
sch02_tch02_04_24_18_period5-6,IsEvaluationElaborated,0.11804064364387651
sch02_tch02_04_24_18_period7-8,IsEvaluationElaborated,0.08851726309410657
sch02_tch02_04_26_18_period13-14,IsEvaluationElaborated,0.02801228122779805
sch02_tch03_04_10_18_period02,IsEvaluationElaborated,0.03963978658833703
sch02_tch03_04_10_18_period03,IsEvaluationElaborated,0.06681324565348111
sch02_tch03_04_11_18_period02,IsEvaluationElaborated,0.05065153903217989
sch02_tch03_04_11_18_period03,IsEvaluationElaborated,0.008183937565709717
sch02_tch03_04_12_18_period02,IsEvaluationElaborated,0.00915975062629664
sch02_tch03_04_12_18_period03,IsEvaluationElaborated,0.04589706498336958
sch02_tch03_04_18_18_period02,IsEvaluationElaborated,0.03818415894423041
sch02_tch03_04_18_18_period03,IsEvaluationElaborated,0.06195290037820055
sch02_tch04_04_09_18_period05,IsEvaluationElaborated,0.023070613324965336
sch02_tch04_04_09_18_period15,IsEvaluationElaborated,0.11484280647963027
sch02_tch04_04_11_18_period05,IsEvaluationElaborated,0.08881074474956557
sch02_tch04_04_11_18_period15,IsEvaluationElaborated,0.04366980853511061
sch02_tch04_04_16_18_period05,IsEvaluationElaborated,0.04928543626750588
sch02_tch04_04_16_18_period15,IsEvaluationElaborated,0.043699643186582766
sch02_tch04_04_19_18_period05,IsEvaluationElaborated,0.0696549431067095
sch02_tch04_04_19_18_period15,IsEvaluationElaborated,0.011804377994296178
sch02_tch05_04_26_18_period1,IsEvaluationElaborated,0.08458938401465223
sch02_tch05_04_26_18_period3,IsEvaluationElaborated,0.06419899312110737
sch02_tch05_04_27_18_period1,IsEvaluationElaborated,0.052377125004496344
sch02_tch05_04_27_18_period3,IsEvaluationElaborated,0.02703399410413526
sch02_tch05_04_30_18_period1,IsEvaluationElaborated,0.07400743203260934
sch02_tch05_04_30_18_period3,IsEvaluationElaborated,0.11662039593858586
sch02_tch05_05_01_18_period1,IsEvaluationElaborated,0.01704755310523498
sch02_tch05_05_01_18_period3,IsEvaluationElaborated,0.05368590860126315
sch02_tch06_05_03_18_period1-2,IsEvaluationElaborated,0.035472187606048776
sch02_tch06_05_03_18_period3-4,IsEvaluationElaborated,0.05683651254291339
sch02_tch06_05_04_18_period1-2,IsEvaluationElaborated,0.044580941960737794
sch02_tch06_05_07_18_period3-4,IsEvaluationElaborated,0.060778857655192045
sch02_tch06_05_10_18_period3-4,IsEvaluationElaborated,0.04633077898849293
sch02_tch06_05_14_18_period3-4,IsEvaluationElaborated,0.07482028641625901
sch02_tch06_05_16_18_period3-4,IsEvaluationElaborated,0.0025078302003462283
sch02_tch06_05_17_18_period3-4,IsEvaluationElaborated,0.05541461921304065
sch02_tch07_05_04_18_period1-2,IsEvaluationElaborated,0.04001615907565971
sch02_tch07_05_04_18_period3-4,IsEvaluationElaborated,0.036446674071918095
sch02_tch07_05_10_18_period1-2,IsEvaluationElaborated,0.0014237388966048814
sch02_tch07_05_10_18_period3-4,IsEvaluationElaborated,0.059677855938332136
sch02_tch07_05_11_18_period3-4,IsEvaluationElaborated,0.08503325070663906
sch02_tch07_05_14_18_period1-2,IsEvaluationElaborated,0.07052250531358732
sch02_tch07_05_14_18_period3-4,IsEvaluationElaborated,0.011657624432676955
sch02_tch07_05_15_18_period1-2,IsEvaluationElaborated,0.016814532008001842
sch03_tch01_05_24_18_period01,IsEvaluationElaborated,0.030118275841749274
sch03_tch01_05_24_18_period02,IsEvaluationElaborated,0.07760887736854026
sch03_tch01_05_25_18_period01,IsEvaluationElaborated,0.05342669172216945
sch03_tch01_05_30_18_period02,IsEvaluationElaborated,0.006175797339106781
sch03_tch01_05_30_18_period06,IsEvaluationElaborated,0.045290903053549963
sch03_tch01_05_31_18_period04,IsEvaluationElaborated,0.11096152528416589
sch03_tch01_05_31_18_period06,IsEvaluationElaborated,0.040219891589364926
sch03_tch01_06_01_18_period01,IsEvaluationElaborated,0.03271899214169019
sch03_tch01_06_01_18_period02,IsEvaluationElaborated,0.08023814599318925
sch03_tch02_05_29_18_period04,IsEvaluationElaborated,0.05578068725947226
sch03_tch02_05_29_18_period06,IsEvaluationElaborated,0.071593245775825
sch03_tch02_05_30_18_period04,IsEvaluationElaborated,0.03296703296703297
sch03_tch02_05_30_18_period06,IsEvaluationElaborated,0.04845951387759859
sch03_tch02_05_31_18_period04,IsEvaluationElaborated,0.03419526871834559
sch03_tch02_05_31_18_period06,IsEvaluationElaborated,0.03705847486689026
sch03_tch02_06_07_18_period04,IsEvaluationElaborated,0.036777118469337934
sch03_tch03_05_24_18_period03,IsEvaluationElaborated,0.04386225821535002
sch03_tch03_05_24_18_period05,IsEvaluationElaborated,0.04375477602249811
sch03_tch03_05_31_18_period03,IsEvaluationElaborated,0.0006332091461950656
sch03_tch03_05_31_18_period05,IsEvaluationElaborated,0.014340245376896862
sch03_tch03_06_06_18_period03,IsEvaluationElaborated,0.0893337433149146
sch03_tch03_06_06_18_period05,IsEvaluationElaborated,0.053554915808519746
sch03_tch04_05_30_18_period03,IsEvaluationElaborated,0.06293494339665061
sch03_tch04_05_31_18_period05,IsEvaluationElaborated,0.06013924750425349
sch03_tch04_05_31_18_period06,IsEvaluationElaborated,0.007231834653985275
sch03_tch04_06_04_18_period03,IsEvaluationElaborated,0.10433237779356162
sch03_tch04_06_04_18_period06,IsEvaluationElaborated,0.03502099761857706
sch03_tch04_06_05_18_period03,IsEvaluationElaborated,0.0751470157775256
sch03_tch04_06_05_18_period06,IsEvaluationElaborated,0.04617243100610323
sch03_tch04_06_06_18_period03,IsEvaluationElaborated,0.004443831099187806
sch03_tch04_06_06_18_period06,IsEvaluationElaborated,0.13367883664730537
sch01_tch01_03_19_18_period03,Authenticity,0.11480700668052811
sch01_tch01_03_19_18_period05,Authenticity,0.19458334094927587
sch01_tch01_04_05_18_period02,Authenticity,0.05736090103834374
sch01_tch01_04_05_18_period03,Authenticity,0.001395189230865193
sch01_tch01_04_05_18_period05,Authenticity,0.2729916394038532
sch01_tch01_04_16_18_period02,Authenticity,0.044946996412089435
sch01_tch01_04_23_18_period05,Authenticity,0.02000895385474799
sch01_tch01_04_24_18_period03,Authenticity,0.025130906159133964
sch01_tch01_04_24_18_period05,Authenticity,0.2285996405825858
sch01_tch02_04_26_18_period05,Authenticity,0.035985075041182146
sch01_tch02_04_26_18_period06,Authenticity,0.04333446184348947
sch01_tch02_04_27_18_period05,Authenticity,0.01739480030185299
sch01_tch02_04_27_18_period06,Authenticity,0.04061628425374802
sch01_tch02_04_30_18_period06,Authenticity,0.11002961450112272
sch01_tch02_05_02_18_period05,Authenticity,0.04659783309961341
sch01_tch02_05_02_18_period06,Authenticity,2.615419995737056e-05
sch01_tch02_05_03_18_period05,Authenticity,0.07619961805570374
sch01_tch02_05_03_18_period06,Authenticity,0.08155192268570027
sch01_tch03_02_28_18_period04,Authenticity,0.09028818800939706
sch01_tch03_03_01_18_period03,Authenticity,0.04248467037992211
sch01_tch03_03_12_18_period03,Authenticity,0.05051529568220011
sch01_tch03_03_12_18_period04,Authenticity,0.028528959190440913
sch01_tch03_03_15_18_period04,Authenticity,0.0886772223490027
sch01_tch04_03_07_18_period05,Authenticity,0.0844279640092585
sch01_tch04_03_08_18_period05,Authenticity,0.09332770815955357
sch01_tch04_04_27_18_period05,Authenticity,0.043424246180767706
sch01_tch04_04_30_18_period04,Authenticity,0.04154674893151403
sch01_tch04_04_30_18_period05,Authenticity,0.07764611629116724
sch01_tch04_05_01_18_period04,Authenticity,0.09165113796227817
sch01_tch04_05_02_18_period04,Authenticity,0.006825094099124428
sch01_tch05_04_10_18_period02,Authenticity,0.015828603793349133
sch01_tch05_04_10_18_period04,Authenticity,0.10272290552958176
sch01_tch05_04_11_18_period01,Authenticity,0.06297560612541454
sch01_tch05_04_11_18_period04,Authenticity,0.06415448990270242
sch01_tch05_04_12_18_period02,Authenticity,0.06234428155293076
sch01_tch05_04_12_18_period04,Authenticity,0.0813350081414092
sch01_tch05_04_17_18_period02,Authenticity,0.04025921571482901
sch01_tch05_04_17_18_period04,Authenticity,0.04008066706170402
sch02_tch01_03_07_18_period1516,Authenticity,0.05334251766428109
sch02_tch01_03_08_18_period1314,Authenticity,0.04311517888283264
sch02_tch01_03_08_18_period1516,Authenticity,0.034922991473078584
sch02_tch01_03_09_18_period1314,Authenticity,0.033336214257402415
sch02_tch01_03_09_18_period1516,Authenticity,0.06608308648032477
sch02_tch01_03_12_18_period1516,Authenticity,0.051321615063156
sch02_tch01_03_14_18_period1314,Authenticity,0.01512120253652642
sch02_tch01_03_14_18_period1516,Authenticity,0.06697189083370014
sch02_tch01_03_16_18_period1314,Authenticity,0.03906624988629488
sch02_tch02_02_28_18_period05-06,Authenticity,0.11000299754110808
sch02_tch02_02_28_18_period13-14,Authenticity,0.024909905491403497
sch02_tch02_03_01_18_period05-06,Authenticity,0.11022203272673549
sch02_tch02_03_01_18_period13-14,Authenticity,0.04777985443510525
sch02_tch02_03_07_18_period05-06,Authenticity,0.07983383106515288
sch02_tch02_04_23_18_period13-14,Authenticity,0.10264561470805018
sch02_tch02_04_24_18_period5-6,Authenticity,0.06957243249533546
sch02_tch02_04_24_18_period7-8,Authenticity,0.01732665032663009
sch02_tch02_04_26_18_period13-14,Authenticity,0.15570997803307662
sch02_tch03_04_10_18_period02,Authenticity,0.012176506603666691
sch02_tch03_04_10_18_period03,Authenticity,0.01358073376401851
sch02_tch03_04_11_18_period02,Authenticity,0.1757497658363979
sch02_tch03_04_11_18_period03,Authenticity,0.01333041799359369
sch02_tch03_04_12_18_period02,Authenticity,0.18345736454518385
sch02_tch03_04_12_18_period03,Authenticity,0.10758255575580644
sch02_tch03_04_18_18_period02,Authenticity,0.011284181643529137
sch02_tch03_04_18_18_period03,Authenticity,0.057470259887823866
sch02_tch04_04_09_18_period05,Authenticity,0.0
sch02_tch04_04_09_18_period15,Authenticity,0.0632027821842257
sch02_tch04_04_11_18_period05,Authenticity,0.03412697478471143
sch02_tch04_04_11_18_period15,Authenticity,0.04545849011922151
sch02_tch04_04_16_18_period05,Authenticity,0.08222417316279901
sch02_tch04_04_16_18_period15,Authenticity,0.017114282779401677
sch02_tch04_04_19_18_period05,Authenticity,0.015470164438792145
sch02_tch04_04_19_18_period15,Authenticity,0.0594777736453839
sch02_tch05_04_26_18_period1,Authenticity,0.1266613513140884
sch02_tch05_04_26_18_period3,Authenticity,0.01137963754945373
sch02_tch05_04_27_18_period1,Authenticity,0.084192838923242
sch02_tch05_04_27_18_period3,Authenticity,0.09147599117585664
sch02_tch05_04_30_18_period1,Authenticity,0.0474641238328678
sch02_tch05_04_30_18_period3,Authenticity,0.07323674407004463
sch02_tch05_05_01_18_period1,Authenticity,0.031297163358081914
sch02_tch05_05_01_18_period3,Authenticity,0.012626050553634915
sch02_tch06_05_03_18_period1-2,Authenticity,0.015874921530041455
sch02_tch06_05_03_18_period3-4,Authenticity,0.20212240252053928
sch02_tch06_05_04_18_period1-2,Authenticity,0.026509989418229483
sch02_tch06_05_07_18_period3-4,Authenticity,0.057487817379345364
sch02_tch06_05_10_18_period3-4,Authenticity,0.04017063888897577
sch02_tch06_05_14_18_period3-4,Authenticity,0.09769657913002103
sch02_tch06_05_16_18_period3-4,Authenticity,0.10219158541035529
sch02_tch06_05_17_18_period3-4,Authenticity,0.016410742661713926
sch02_tch07_05_04_18_period1-2,Authenticity,0.0314406055249412
sch02_tch07_05_04_18_period3-4,Authenticity,0.03936314174041925
sch02_tch07_05_10_18_period1-2,Authenticity,0.09681163728134932
sch02_tch07_05_10_18_period3-4,Authenticity,0.13592344725050554
sch02_tch07_05_11_18_period3-4,Authenticity,0.05563090877009983
sch02_tch07_05_14_18_period1-2,Authenticity,0.04006251480019788
sch02_tch07_05_14_18_period3-4,Authenticity,0.1699664147432094
sch02_tch07_05_15_18_period1-2,Authenticity,0.21303416951819992
sch03_tch01_05_24_18_period01,Authenticity,0.0225426250475335
sch03_tch01_05_24_18_period02,Authenticity,0.023524991584744
sch03_tch01_05_25_18_period01,Authenticity,0.0015081423815663172
sch03_tch01_05_30_18_period02,Authenticity,0.0015960470272082562
sch03_tch01_05_30_18_period06,Authenticity,0.03231519922209829
sch03_tch01_05_31_18_period04,Authenticity,0.04048321861711894
sch03_tch01_05_31_18_period06,Authenticity,0.008401031842173778
sch03_tch01_06_01_18_period01,Authenticity,0.0878875935874173
sch03_tch01_06_01_18_period02,Authenticity,0.07608677971848067
sch03_tch02_05_29_18_period04,Authenticity,0.0006666613748629521
sch03_tch02_05_29_18_period06,Authenticity,0.056098311241950694
sch03_tch02_05_30_18_period04,Authenticity,0.008586443931442436
sch03_tch02_05_30_18_period06,Authenticity,0.07612064095070402
sch03_tch02_05_31_18_period04,Authenticity,0.02524841405663887
sch03_tch02_05_31_18_period06,Authenticity,0.05921926355666685
sch03_tch02_06_07_18_period04,Authenticity,0.024474719642011197
sch03_tch03_05_24_18_period03,Authenticity,0.04433760861530536
sch03_tch03_05_24_18_period05,Authenticity,0.04876741557894267
sch03_tch03_05_31_18_period03,Authenticity,0.160384295761829
sch03_tch03_05_31_18_period05,Authenticity,0.02914028793579028
sch03_tch03_06_06_18_period03,Authenticity,0.06545510365195017
sch03_tch03_06_06_18_period05,Authenticity,0.07216911040131138
sch03_tch04_05_30_18_period03,Authenticity,0.038901719406834914
sch03_tch04_05_31_18_period05,Authenticity,0.07162636361135227
sch03_tch04_05_31_18_period06,Authenticity,0.0032142906583721726
sch03_tch04_06_04_18_period03,Authenticity,0.04825053397948128
sch03_tch04_06_04_18_period06,Authenticity,0.02909134747837555
sch03_tch04_06_05_18_period03,Authenticity,0.07639951251330354
sch03_tch04_06_05_18_period06,Authenticity,0.00631477199847133
sch03_tch04_06_06_18_period03,Authenticity,0.018840498801128404
sch03_tch04_06_06_18_period06,Authenticity,0.04154333151162371
sch01_tch01_03_19_18_period03,CogLevel,0.1586277539806013
sch01_tch01_03_19_18_period05,CogLevel,0.2052296276089981
sch01_tch01_04_05_18_period02,CogLevel,0.21709693375765204
sch01_tch01_04_05_18_period03,CogLevel,0.08538692788056795
sch01_tch01_04_05_18_period05,CogLevel,0.029022248699674458
sch01_tch01_04_16_18_period02,CogLevel,0.20630065999900385
sch01_tch01_04_23_18_period05,CogLevel,0.20515740567804103
sch01_tch01_04_24_18_period03,CogLevel,0.12458558971304792
sch01_tch01_04_24_18_period05,CogLevel,0.2011868997979523
sch01_tch02_04_26_18_period05,CogLevel,0.013556955957546211
sch01_tch02_04_26_18_period06,CogLevel,0.06348669588476312
